epoch,train_loss,val_loss,val_accuracy,val_f1,val_roc_auc
1,0.2776838545448014,0.22156233187619365,0.911875,0.9070942235888425,0.9770179687499999
2,0.1873200152628124,0.19568579046521337,0.9214583333333334,0.9182035148622261,0.9823260416666666
3,0.155078786357439,0.4479457217207164,0.8252083333333333,0.8496685181867049,0.974639670138889
4,0.12171994484295802,0.6112659672205336,0.8016666666666666,0.8326300984528833,0.9528663194444446
5,0.10534921230947865,0.37474587164026163,0.8702083333333334,0.8833114815508523,0.9780053819444443
6,0.08891579406269427,0.2048448637407273,0.9202083333333333,0.9208841148523033,0.9782934027777779
7,0.08248049889059206,0.2753466906910762,0.8947916666666667,0.9037545263960358,0.9822370659722223
8,0.07003326534975453,0.14958080124801199,0.9395833333333333,0.9387151310228233,0.9876694444444444
